Battery_Weight,Battery_Capacity,Motor_Weight,Propeller_Weight,MV_omega_rad,MV_omega_RPM,MV_Voltage,MV_Thrust,MV_Torque,MV_Power,MV_Current,MV_Efficiency,MP_omega_rad,MP_omega_RPM,MP_Voltage,MP_Thrust,MP_Torque,MP_Power,MP_Current,MP_Efficiency,MC_omega_rad,MC_omega_RPM,MC_Voltage,MC_Thrust,MC_Torque,MC_Power,MC_Current,MC_Efficiency,MaxPower,MaxCur,PeakCur,ContCur,Aircraft_Weight,Aircraft_Thrust,Aircraft_Thrust2Weight,Aircraft_FlightTime,Battery,Motor,Propeller
0.109,2000.0,0.049,0.01787,571.97,5461.93,6.6,9.02,0.21,223.67,33.89,55.76,617.88,5900.29,7.36,10.86,0.24,289.47,39.34,54.21,490.65,4685.33,5.34,7.55,0.15,134.99,25.26,58.61,275.0,24.0,80.0,40.0,0.7237124,36.08,49.85406,11.802892,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_12x3_8SF
0.109,2000.0,0.049,0.00313,981.01,9367.96,6.6,0.42,0.01,11.0,1.67,52.14,3520.88,33621.93,24.19,5.58,0.07,289.47,11.97,89.62,4944.73,47218.65,34.68,0.0,0.15,876.04,25.26,91.01,275.0,24.0,80.0,40.0,0.66475236,1.68,2.527257,239.52097,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_4_1x4_1E
0.109,2000.0,0.049,0.02399,540.73,5163.57,6.6,9.71,0.22,239.91,36.35,52.8,568.2,5425.87,7.13,13.14,0.25,289.47,40.58,51.44,446.3,4261.89,5.05,9.11,0.15,127.61,25.26,56.39,275.0,24.0,80.0,40.0,0.74819237,38.84,51.911785,11.004127,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_13x5_5MR
0.109,2000.0,0.049,0.00907,737.85,7045.92,6.6,6.16,0.13,137.43,20.82,70.87,902.76,8620.7,8.72,10.05,0.2,289.47,33.19,66.58,805.59,7692.8,7.42,7.95,0.15,187.39,25.26,69.32,275.0,24.0,80.0,40.0,0.6885124,24.64,35.787304,19.212296,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_9x4_7SF
0.109,2000.0,0.049,0.01701,672.95,6426.24,6.6,8.06,0.16,171.17,25.93,65.13,782.73,7474.56,8.13,12.49,0.22,289.47,35.6,62.01,663.68,6337.69,6.48,9.56,0.15,163.78,25.26,65.34,275.0,24.0,80.0,40.0,0.72027236,32.24,44.760845,15.426147,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_11x4_5MR
0.109,2000.0,0.049,0.01796,793.29,7575.33,6.6,5.58,0.1,108.6,16.45,75.41,1076.26,10277.49,9.61,11.76,0.18,289.47,30.13,71.87,995.23,9503.77,8.67,9.73,0.15,218.94,25.26,73.3,275.0,24.0,80.0,40.0,0.72407234,22.32,30.82565,24.316109,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_9x4_5E
0.109,2000.0,0.049,0.01107,791.12,7554.59,6.6,5.59,0.1,109.73,16.63,75.24,1074.81,10263.68,9.6,11.85,0.18,289.47,30.16,71.83,993.62,9488.37,8.66,9.79,0.15,218.67,25.26,73.27,275.0,24.0,80.0,40.0,0.69651234,22.36,32.102806,24.052916,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_9x4_5MR
0.109,2000.0,0.049,0.02409,570.04,5443.48,6.6,9.78,0.21,224.67,34.04,55.58,613.38,5857.32,7.34,11.9,0.24,289.47,39.45,53.97,488.23,4662.24,5.33,8.26,0.15,134.59,25.26,58.49,275.0,24.0,80.0,40.0,0.7485924,39.12,52.25808,11.750881,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_13x4_5MR
0.109,2000.0,0.049,0.01501,600.04,5729.96,6.6,8.27,0.19,209.08,31.68,58.4,657.77,6281.26,7.54,12.36,0.24,289.47,38.39,56.28,537.73,5134.92,5.65,9.08,0.15,142.82,25.26,60.71,275.0,24.0,80.0,40.0,0.71227235,33.08,46.44291,12.626263,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_11x4_7SF
0.109,2000.0,0.049,0.01701,647.09,6179.21,6.6,8.07,0.17,184.62,27.97,62.77,740.52,7071.45,7.93,13.52,0.22,289.47,36.51,60.19,612.34,5847.42,6.14,7.62,0.15,155.23,25.26,63.61,275.0,24.0,80.0,40.0,0.72027236,32.28,44.81638,14.301037,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_11x5_5MR
0.109,2000.0,0.049,0.00907,849.3,8110.23,6.6,4.15,0.07,79.48,12.04,79.26,1306.58,12476.92,10.84,10.66,0.16,289.47,26.71,77.08,1277.67,12200.84,10.53,10.65,0.15,265.93,25.26,77.47,275.0,24.0,80.0,40.0,0.6885124,16.6,24.109953,33.22259,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_8x4_5MR
0.109,2000.0,0.049,0.01501,728.6,6957.61,6.6,6.97,0.13,142.24,21.55,70.07,898.19,8577.09,8.7,11.64,0.2,289.47,33.28,66.42,793.98,7581.98,7.34,9.2,0.15,185.46,25.26,69.03,275.0,24.0,80.0,40.0,0.71227235,27.88,39.14233,18.561485,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_10x4_5MR
0.109,2000.0,0.049,0.00798,902.66,8619.75,6.6,2.87,0.04,51.74,7.84,81.12,1622.41,15492.88,12.6,9.87,0.14,289.47,22.97,81.89,1681.18,16054.04,13.18,11.14,0.15,333.06,25.26,81.39,275.0,24.0,80.0,40.0,0.68415236,11.48,16.779888,51.02041,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_7x4E
0.109,2000.0,0.049,0.00513,896.02,8556.32,6.6,2.92,0.05,55.19,8.36,81.08,1574.28,15033.26,12.33,10.2,0.14,289.47,23.48,81.29,1623.53,15503.59,12.8,10.21,0.15,323.47,25.26,80.93,275.0,24.0,80.0,40.0,0.6727524,11.68,17.361515,47.84689,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_7x4SF
0.109,2000.0,0.049,0.00499,959.62,9163.68,6.6,1.02,0.02,22.12,3.35,73.5,2478.19,23664.92,17.69,7.0,0.1,289.47,16.36,87.87,3065.74,29275.65,22.3,10.93,0.15,563.42,25.26,87.74,275.0,24.0,80.0,40.0,0.67219234,4.08,6.069691,119.402985,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_5x7_5E
0.109,2000.0,0.049,0.01501,632.54,6040.34,6.6,8.15,0.18,192.18,29.12,61.43,714.73,6825.2,7.81,10.96,0.23,289.47,37.08,59.03,588.24,5617.24,5.99,8.05,0.15,151.22,25.26,62.72,275.0,24.0,80.0,40.0,0.71227235,32.6,45.76901,13.736263,Turnigynano-tech2000mAh2040C,t_motor_AS2308KV1450,apc_propellers_11x3_8SF
0.109,2000.0,0.08,0.03402,637.86,6091.11,6.6,16.63,0.43,446.46,67.65,64.18,708.72,6767.75,7.93,22.21,0.59,736.84,92.97,59.82,544.89,5203.28,5.29,16.17,0.3,250.66,47.37,67.58,700.0,45.0,80.0,40.0,0.9123123,66.52,72.91363,5.9127865,Turnigynano-tech2000mAh2040C,t_motor_AT2317KV1400,apc_propellers_14x7E
0.109,2000.0,0.08,0.02495,586.46,5600.28,6.6,18.17,0.5,516.05,78.19,59.22,652.42,6230.16,7.65,28.37,0.61,736.84,96.3,57.08,452.65,4322.45,4.66,14.48,0.3,220.85,47.37,63.72,700.0,45.0,80.0,40.0,0.87603235,72.68,82.96497,5.1157436,Turnigynano-tech2000mAh2040C,t_motor_AT2317KV1400,apc_propellers_14x4_7SF
0.109,2000.0,0.08,0.02214,629.22,6008.57,6.6,16.37,0.44,458.16,69.42,63.35,722.51,6899.43,7.99,22.45,0.59,736.84,92.18,60.46,519.2,4958.0,5.12,11.46,0.3,242.36,47.37,66.6,700.0,45.0,80.0,40.0,0.86479235,65.48,75.7176,5.762028,Turnigynano-tech2000mAh2040C,t_motor_AT2317KV1400,apc_propellers_13x4_7SF
0.109,2000.0,0.08,0.01787,681.62,6509.01,6.6,14.49,0.37,387.21,58.67,68.3,821.58,7845.54,8.49,21.92,0.55,736.84,86.79,64.65,613.54,5858.87,5.76,12.33,0.3,272.84,47.37,69.91,700.0,45.0,80.0,40.0,0.84771234,57.96,68.372246,6.8177943,Turnigynano-tech2000mAh2040C,t_motor_AT2317KV1400,apc_propellers_12x4_7SF
0.109,2000.0,0.08,0.06101,469.8,4486.26,6.6,22.96,0.65,674.0,102.12,47.7,481.61,4599.03,6.86,28.55,0.68,736.84,107.45,47.11,320.32,3058.87,3.76,18.17,0.3,178.1,47.37,55.92,700.0,45.0,80.0,40.0,1.0202724,91.84,90.01518,3.9169605,Turnigynano-tech2000mAh2040C,t_motor_AT2317KV1400,apc_propellers_18x5_5MR
0.109,2000.0,0.08,0.05502,651.14,6217.91,6.6,19.33,0.41,428.48,64.92,65.44,765.42,7309.22,8.21,32.03,0.57,736.84,89.79,62.35,553.64,5286.86,5.35,18.01,0.3,253.48,47.37,67.9,700.0,45.0,80.0,40.0,0.9963124,77.32,77.606186,6.1614294,Turnigynano-tech2000mAh2040C,t_motor_AT2317KV1400,apc_propellers_16x4E
0.109,2000.0,0.08,0.01787,715.57,6833.19,6.6,14.1,0.32,341.24,51.7,71.39,906.94,8660.61,8.93,24.45,0.52,736.84,82.52,67.77,683.79,6529.71,6.24,14.79,0.3,295.54,47.37,71.93,700.0,45.0,80.0,40.0,0.84771234,56.4,66.532005,7.7369437,Turnigynano-tech2000mAh2040C,t_motor_AT2317KV1400,apc_propellers_12x3_8SF
0.109,2000.0,0.08,0.02399,674.66,6442.53,6.6,15.3,0.38,396.63,60.1,67.65,784.62,7492.56,8.3,23.6,0.56,736.84,88.75,63.16,612.43,5848.28,5.75,13.33,0.3,272.48,47.37,69.88,700.0,45.0,80.0,40.0,0.8721924,61.2,70.16801,6.655574,Turnigynano-tech2000mAh2040C,t_motor_AT2317KV1400,apc_propellers_13x5_5MR
0.109,2000.0,0.08,0.03007,625.67,5974.71,6.6,17.16,0.44,462.96,70.15,63.01,704.37,6726.24,7.9,23.49,0.59,736.84,93.22,59.62,529.19,5053.36,5.18,17.13,0.3,245.58,47.37,66.99,700.0,45.0,80.0,40.0,0.8965123,68.64,76.56336,5.702067,Turnigynano-tech2000mAh2040C,t_motor_AT2317KV1400,apc_propellers_14x5_5MR
0.109,2000.0,0.08,0.02409,709.43,6774.57,6.6,15.3,0.33,349.56,52.96,70.84,876.61,8371.02,8.77,26.9,0.53,736.84,84.0,66.71,672.95,6426.22,6.17,16.28,0.3,292.03,47.37,71.64,700.0,45.0,80.0,40.0,0.87259233,61.2,70.13584,7.5528703,Turnigynano-tech2000mAh2040C,t_motor_AT2317KV1400,apc_propellers_13x4_5MR
0.109,2000.0,0.08,0.04395,542.07,5176.35,6.6,20.46,0.55,576.16,87.3,54.87,579.5,5533.83,7.31,27.6,0.64,736.84,100.85,53.14,404.91,3866.57,4.34,12.32,0.3,205.43,47.37,61.28,700.0,45.0,80.0,40.0,0.9520323,81.84,85.96346,4.5819016,Turnigynano-tech2000mAh2040C,t_motor_AT2317KV1400,apc_propellers_16x5_5MR
0.109,2000.0,0.08,0.045,689.1,6580.46,6.6,17.53,0.36,377.08,57.13,68.99,841.59,8036.62,8.59,32.63,0.54,736.84,85.76,65.42,627.49,5992.05,5.86,14.63,0.3,277.34,47.37,70.34,700.0,45.0,80.0,40.0,0.95623237,70.12,73.32946,7.0015755,Turnigynano-tech2000mAh2040C,t_motor_AT2317KV1400,apc_propellers_15x4E
